record_id,date,department,employee_id,team,project_code,activity,co2_kg,energy_kwh,source,location,weekday,month,quarter,cost_usd,units_used,distance_km,hours_spent,paper_kg,water_liters,waste_kg,equipment_type,carbon_score,flag_high_emission,client
286,2024-06-03,Marketing,E7335,Team 6,P228,Activity 1,2215.77,474.1,Aviation,Sydney,0,6,2,4734.29,976,1268.7,8.8,24.8,18.5,74.9,AC,65.39,1,Client 16
287,2024-04-13,Sales,E9178,Team 7,P546,Activity 3,3749.12,811.6,Heating,London,5,4,2,3193.8,854,748.8,3.6,13.0,648.4,14.9,Car,43.41,0,Client 44
288,2024-04-29,HR,E1743,Team 10,P224,Activity 20,622.64,898.1,Aviation,Sydney,0,4,2,3726.05,162,314.3,12.4,1.3,606.2,84.4,Flight,92.24,0,Client 32
289,2024-06-27,Sales,E4364,Team 5,P181,Activity 2,3777.14,1537.7,Heating,Paris,3,6,2,4584.35,486,795.6,2.7,2.7,45.0,69.3,Server,3.15,0,Client 30
290,2024-06-05,Operations,E1896,Team 6,P628,Activity 19,3613.76,2266.2,Heating,Tokyo,2,6,2,3467.13,734,1620.7,16.9,19.1,348.9,88.2,Car,23.71,1,Client 37
291,2024-05-02,HR,E4751,Team 9,P788,Activity 2,1127.51,2036.5,Heating,Tokyo,3,5,2,4613.45,492,906.9,11.6,19.5,717.9,4.9,Server,49.83,0,Client 42
292,2024-06-17,Product,E9390,Team 10,P121,Activity 16,380.1,741.4,Electricity,London,0,6,2,4205.81,270,1917.8,23.0,44.3,427.9,40.3,Printer,39.54,0,Client 7
293,2024-06-27,HR,E3043,Team 5,P377,Activity 17,566.5,2014.6,Gas,Paris,3,6,2,1930.84,646,1253.8,19.8,6.8,107.8,11.2,Server,41.41,0,Client 26
294,2024-01-22,Sales,E1751,Team 9,P603,Activity 6,3842.67,1958.4,Car,Berlin,0,1,1,3080.6,35,1665.3,20.6,17.3,558.9,98.5,Printer,95.68,0,Client 34
295,2024-06-07,Marketing,E3147,Team 1,P249,Activity 18,2965.81,1526.3,Car,Delhi,4,6,2,2606.0,135,1019.3,15.9,22.1,827.7,22.5,Flight,41.55,0,Client 43
296,2024-04-26,Product,E8730,Team 9,P928,Activity 9,2623.38,513.1,Flights,Sydney,4,4,2,646.4,444,1004.1,20.6,38.6,725.1,20.4,Laptop,40.64,1,Client 5
297,2024-03-30,Finance,E7290,Team 5,P978,Activity 14,984.65,2677.2,Gas,Delhi,5,3,1,1991.08,267,1116.8,22.2,45.8,122.6,7.0,Flight,83.61,0,Client 48
298,2024-06-13,HR,E8965,Team 4,P429,Activity 12,887.88,1756.5,Heating,London,3,6,2,4933.01,953,102.2,14.3,25.4,413.3,86.6,AC,44.86,0,Client 37
299,2024-01-02,Marketing,E5107,Team 3,P258,Activity 6,2635.08,83.3,Electricity,Paris,1,1,1,3903.61,432,1897.8,7.9,41.5,28.6,21.4,Flight,53.54,0,Client 14
300,2024-06-28,Finance,E7915,Team 2,P950,Activity 3,3652.65,2458.5,Electricity,Tokyo,4,6,2,4953.29,423,1872.0,18.5,0.2,885.2,12.9,Laptop,21.3,0,Client 16
301,2024-03-08,HR,E9725,Team 5,P731,Activity 4,4670.24,2511.5,Electricity,Berlin,4,3,1,2687.52,429,425.5,22.9,29.2,409.3,33.1,Printer,75.79,1,Client 41
302,2024-01-15,Finance,E5048,Team 8,P663,Activity 12,4284.98,542.2,Car,Tokyo,0,1,1,435.19,163,241.6,19.8,26.7,202.4,87.9,Laptop,76.7,0,Client 33
303,2024-05-14,Operations,E6764,Team 7,P127,Activity 3,2739.38,716.5,Electricity,Sydney,1,5,2,1108.89,636,1658.4,4.2,8.6,513.0,2.2,Flight,38.92,0,Client 41
304,2024-06-25,Operations,E3063,Team 8,P567,Activity 20,3783.66,1051.9,Aviation,Paris,1,6,2,2069.4,362,1308.8,6.0,16.5,210.5,85.9,AC,18.26,0,Client 29
305,2024-04-09,HR,E2928,Team 1,P677,Activity 19,1065.04,1239.0,Flights,London,1,4,2,2745.54,460,551.0,19.1,30.9,169.7,32.0,Flight,87.86,0,Client 18
306,2024-06-03,Sales,E8183,Team 4,P968,Activity 18,4071.6,2791.6,Car,Sydney,0,6,2,3090.27,331,715.4,4.8,30.5,70.1,23.2,Laptop,27.87,1,Client 48
307,2024-02-10,HR,E7482,Team 8,P110,Activity 8,4948.65,1380.4,Electricity,Paris,5,2,1,3873.81,525,413.2,13.3,48.1,167.9,52.0,Printer,19.13,0,Client 9
308,2024-03-03,Finance,E9706,Team 6,P303,Activity 13,4223.56,1377.9,Gas,New York,6,3,1,3942.49,549,295.8,4.0,37.0,808.2,22.2,Flight,72.58,0,Client 41
309,2024-03-22,Operations,E2387,Team 1,P178,Activity 14,3642.49,2454.3,Car,New York,4,3,1,860.16,589,1443.5,22.9,45.5,441.5,65.4,Printer,22.0,1,Client 34
310,2024-03-16,Product,E1563,Team 3,P338,Activity 1,3437.69,626.8,Electricity,New York,5,3,1,2690.83,959,1957.1,2.3,41.3,595.9,18.2,Flight,98.52,1,Client 23
311,2024-02-29,Product,E9758,Team 9,P922,Activity 13,3495.61,2345.7,Aviation,London,3,2,1,2797.91,127,252.9,20.2,25.3,816.3,64.1,Laptop,63.37,0,Client 9
312,2024-03-04,Engineering,E1960,Team 7,P232,Activity 14,1555.29,2906.2,Aviation,Paris,0,3,1,4689.65,987,1945.0,3.1,35.4,523.9,52.7,Car,53.57,1,Client 21
313,2024-05-13,Operations,E1401,Team 10,P918,Activity 4,1701.82,2475.5,Electricity,Delhi,0,5,2,692.71,739,1654.7,11.0,41.5,87.0,12.3,Laptop,36.57,0,Client 14
314,2024-01-20,HR,E7471,Team 3,P604,Activity 2,4499.61,2365.4,Heating,Paris,5,1,1,3269.25,511,1924.8,13.4,39.0,578.7,75.6,Server,54.73,1,Client 44
315,2024-06-15,HR,E7806,Team 9,P996,Activity 17,2443.12,2028.5,Aviation,Delhi,5,6,2,2149.99,438,516.5,21.7,21.1,196.4,87.5,Printer,35.17,0,Client 5
316,2024-03-12,HR,E7031,Team 10,P727,Activity 9,2529.83,2891.2,Flights,New York,1,3,1,2249.56,468,1298.4,23.9,14.7,838.5,5.0,Server,38.6,1,Client 16
317,2024-02-28,Sales,E7303,Team 1,P179,Activity 1,2987.84,926.7,Heating,Paris,2,2,1,349.62,7,832.0,18.6,14.8,165.6,59.3,Server,16.36,0,Client 24
318,2024-03-01,Finance,E4541,Team 4,P865,Activity 10,1804.51,2552.9,Flights,Tokyo,4,3,1,318.14,82,866.6,6.0,25.8,951.4,89.6,Laptop,22.39,1,Client 18
319,2024-03-23,HR,E3640,Team 5,P703,Activity 17,4988.07,1381.9,Flights,Tokyo,5,3,1,826.47,864,582.9,15.2,23.4,383.8,98.9,Car,40.12,0,Client 21
320,2024-04-24,Marketing,E7053,Team 1,P655,Activity 10,1025.39,1683.1,Flights,New York,2,4,2,2122.56,513,251.9,21.6,15.6,320.9,71.9,Laptop,97.3,1,Client 13
321,2024-03-07,Operations,E6143,Team 1,P335,Activity 14,4571.28,227.8,Heating,Tokyo,3,3,1,2706.37,708,1088.2,19.8,19.7,147.5,50.0,Flight,83.98,0,Client 11
322,2024-02-09,Product,E7450,Team 8,P420,Activity 1,504.79,651.3,Car,New York,4,2,1,1046.82,735,1061.8,9.4,45.1,753.2,33.3,AC,21.03,0,Client 16
323,2024-03-01,Sales,E3552,Team 4,P389,Activity 14,1881.49,2678.9,Electricity,Sydney,4,3,1,808.96,873,250.2,4.3,18.5,158.5,10.9,Server,48.32,0,Client 45
324,2024-04-20,Marketing,E3989,Team 1,P225,Activity 1,2071.52,1266.4,Aviation,Berlin,5,4,2,4175.38,76,650.7,3.2,20.5,951.3,58.6,Laptop,70.12,0,Client 25
325,2024-04-16,Engineering,E6865,Team 4,P973,Activity 8,4080.68,1983.0,Car,London,1,4,2,1670.18,210,1759.3,2.1,15.9,921.1,59.6,Laptop,34.53,0,Client 47
326,2024-06-05,Sales,E1160,Team 8,P326,Activity 1,4717.22,2928.9,Aviation,Berlin,2,6,2,4881.06,666,1203.6,13.2,21.3,260.2,48.9,Flight,27.77,1,Client 48
327,2024-02-29,Engineering,E9095,Team 3,P907,Activity 12,3834.97,2777.4,Flights,Paris,3,2,1,243.82,485,69.8,5.0,9.3,249.2,74.8,Server,18.48,0,Client 36
328,2024-04-13,HR,E5555,Team 8,P971,Activity 3,3203.28,2607.0,Flights,Tokyo,5,4,2,4981.21,812,1455.7,7.8,24.1,209.1,70.4,Car,78.97,0,Client 22
329,2024-02-27,Engineering,E5339,Team 1,P338,Activity 20,747.3,1805.3,Heating,Tokyo,1,2,1,3732.59,13,1999.2,11.0,31.7,915.8,20.3,AC,59.48,0,Client 3
330,2024-02-18,Marketing,E6583,Team 2,P756,Activity 1,911.5,2910.6,Heating,New York,6,2,1,4743.79,110,423.7,4.0,32.0,499.6,51.9,Server,33.09,0,Client 16
331,2024-05-04,HR,E8587,Team 5,P928,Activity 15,3168.64,2556.0,Car,Delhi,5,5,2,2572.92,604,262.1,7.8,46.4,835.0,65.8,AC,53.34,1,Client 13
332,2024-03-14,Finance,E1285,Team 9,P158,Activity 10,3751.47,848.3,Flights,New York,3,3,1,3736.25,120,1934.3,4.8,28.4,898.6,63.9,Laptop,89.7,0,Client 14
333,2024-04-14,Operations,E7750,Team 8,P756,Activity 11,2975.5,1969.0,Gas,New York,6,4,2,4049.89,401,1024.8,3.8,26.3,547.6,42.0,Laptop,72.29,0,Client 35
334,2024-04-28,Engineering,E3521,Team 9,P582,Activity 2,1613.95,1423.4,Flights,New York,6,4,2,4610.96,679,317.9,11.6,19.6,438.4,48.8,Server,88.9,0,Client 23
335,2024-04-14,Sales,E2188,Team 6,P135,Activity 17,2643.0,89.5,Aviation,Berlin,6,4,2,3488.4,323,444.3,4.2,27.7,99.4,98.8,Laptop,81.57,1,Client 36
336,2024-03-08,Sales,E3280,Team 3,P646,Activity 11,2033.55,1345.9,Gas,London,4,3,1,1236.37,116,431.1,19.4,20.1,944.2,71.0,Server,21.49,1,Client 8
337,2024-03-02,Operations,E2583,Team 8,P173,Activity 19,1969.37,1356.3,Electricity,Delhi,5,3,1,2784.13,588,881.6,16.7,37.2,953.3,65.4,Laptop,24.09,1,Client 18
338,2024-04-30,Sales,E5735,Team 6,P746,Activity 4,1389.36,2919.7,Flights,New York,1,4,2,265.07,241,213.1,3.2,16.1,936.9,63.0,Printer,34.07,0,Client 13
339,2024-03-10,Sales,E6725,Team 8,P963,Activity 20,1097.64,2610.4,Electricity,Paris,6,3,1,1310.36,784,450.9,6.3,0.7,355.6,1.2,Server,40.07,1,Client 1
340,2024-03-23,Product,E4281,Team 10,P374,Activity 11,3296.69,1590.1,Aviation,Tokyo,5,3,1,1689.41,160,880.7,2.5,11.9,59.7,27.5,Printer,0.6,1,Client 10
341,2024-04-26,Product,E2081,Team 6,P165,Activity 3,2314.44,339.2,Car,London,4,4,2,2724.19,541,1559.5,1.4,7.5,732.8,16.1,Printer,94.32,0,Client 34
342,2024-05-07,Operations,E2474,Team 7,P900,Activity 13,2187.56,2731.3,Flights,Berlin,1,5,2,966.15,289,514.9,18.2,30.4,156.9,21.2,Server,55.53,0,Client 31
343,2024-02-10,Finance,E2000,Team 8,P132,Activity 1,4521.79,884.8,Electricity,Berlin,5,2,1,484.0,585,1644.0,20.4,36.3,233.8,45.7,Laptop,52.26,1,Client 14
344,2024-05-17,HR,E9211,Team 4,P930,Activity 7,1919.37,2868.8,Aviation,London,4,5,2,839.87,392,1378.4,7.2,39.1,503.5,91.7,Laptop,68.39,1,Client 41
345,2024-05-02,Engineering,E6427,Team 9,P839,Activity 12,4534.87,477.6,Flights,New York,3,5,2,2247.28,616,1383.9,11.0,22.1,568.7,12.5,Car,75.92,1,Client 33
346,2024-01-04,Sales,E8062,Team 9,P723,Activity 12,1094.93,2297.0,Aviation,London,3,1,1,1815.78,502,1593.6,20.6,39.4,829.7,57.8,Car,68.46,0,Client 38
347,2024-05-19,Engineering,E6963,Team 10,P178,Activity 4,3717.01,2775.2,Car,Tokyo,6,5,2,3474.09,477,1231.2,5.9,35.5,721.4,56.9,AC,26.08,1,Client 26
348,2024-03-25,Product,E9336,Team 4,P521,Activity 14,913.94,1592.9,Flights,London,0,3,1,573.14,850,873.4,11.8,6.1,391.4,80.2,Laptop,57.69,1,Client 22
349,2024-02-09,Finance,E9491,Team 6,P851,Activity 10,1987.65,2849.8,Heating,Delhi,4,2,1,2041.58,989,1512.3,23.2,49.7,74.6,31.4,Flight,48.84,1,Client 36
350,2024-05-11,Sales,E5855,Team 2,P916,Activity 9,3920.86,2352.2,Gas,New York,5,5,2,1637.7,527,1378.6,4.8,37.7,215.2,86.7,AC,86.39,1,Client 28
351,2024-04-17,Engineering,E9987,Team 2,P196,Activity 2,1738.82,271.8,Car,New York,2,4,2,4744.0,790,242.5,23.5,21.0,673.8,19.3,Laptop,78.81,1,Client 30
352,2024-02-20,HR,E4258,Team 7,P921,Activity 16,1789.59,1604.7,Gas,Paris,1,2,1,1506.95,725,1750.0,16.3,21.8,919.4,73.9,Laptop,36.66,1,Client 37
353,2024-06-24,Operations,E8460,Team 1,P343,Activity 7,3930.22,1089.3,Electricity,New York,0,6,2,937.32,491,1251.0,14.3,17.7,274.0,65.3,Car,98.52,0,Client 7
354,2024-05-27,Marketing,E1152,Team 9,P146,Activity 13,3459.75,1648.1,Aviation,Tokyo,0,5,2,4217.27,101,1319.8,13.3,22.6,615.2,60.9,AC,71.27,1,Client 29
355,2024-01-07,Engineering,E5090,Team 8,P726,Activity 15,347.09,2207.1,Gas,Delhi,6,1,1,2538.8,847,1684.2,4.2,34.3,349.7,11.4,Printer,81.81,1,Client 16
356,2024-06-05,HR,E9909,Team 6,P907,Activity 14,4424.6,1084.2,Heating,London,2,6,2,1673.1,838,1439.1,21.0,25.1,453.7,79.8,Server,84.28,1,Client 39
357,2024-06-20,Marketing,E6444,Team 6,P766,Activity 10,1533.85,1433.4,Aviation,Paris,3,6,2,4725.68,762,913.8,17.1,1.6,658.9,39.4,Server,45.02,1,Client 20
358,2024-07-01,Operations,E5744,Team 9,P225,Activity 2,3197.24,2030.6,Aviation,Delhi,0,7,3,3102.84,791,1326.9,14.2,12.8,378.5,99.1,Server,94.06,0,Client 19
359,2024-02-13,Sales,E4746,Team 2,P202,Activity 11,1553.86,2980.5,Flights,Sydney,1,2,1,1259.71,309,1244.7,18.0,21.5,292.0,41.4,Flight,21.69,0,Client 37
360,2024-02-25,Product,E1489,Team 6,P832,Activity 3,4796.48,1575.6,Gas,Tokyo,6,2,1,1554.48,605,1057.2,4.1,33.2,519.0,17.7,Printer,29.56,0,Client 33
361,2024-03-17,Marketing,E4866,Team 10,P839,Activity 3,916.22,575.9,Gas,Delhi,6,3,1,2772.92,551,1662.9,9.3,39.4,929.7,56.6,Flight,75.52,0,Client 18
362,2024-06-25,Sales,E5670,Team 3,P249,Activity 6,1943.78,2726.0,Car,Paris,1,6,2,201.52,212,1581.6,2.8,31.0,973.1,68.4,Printer,45.46,1,Client 11
363,2024-01-29,HR,E4565,Team 3,P112,Activity 20,1017.65,1817.2,Gas,Paris,0,1,1,4860.31,682,827.0,7.8,42.5,251.3,3.3,Flight,43.21,0,Client 49
364,2024-02-19,Operations,E2607,Team 8,P949,Activity 19,2346.43,2472.0,Heating,Paris,0,2,1,4486.76,910,834.8,1.7,24.1,720.8,71.5,Printer,98.41,1,Client 47
365,2024-04-10,Product,E5157,Team 1,P834,Activity 17,1812.28,1127.2,Electricity,Sydney,2,4,2,4198.1,732,1269.8,14.4,48.9,784.8,20.8,Car,54.49,0,Client 34
366,2024-03-26,Engineering,E1660,Team 7,P361,Activity 20,4437.45,2004.9,Heating,Sydney,1,3,1,342.74,930,754.9,15.5,17.6,808.7,47.1,Flight,58.01,1,Client 8
367,2024-02-10,Finance,E1486,Team 9,P587,Activity 11,1033.23,775.3,Aviation,Delhi,5,2,1,1714.71,62,1966.0,11.7,0.2,661.1,24.1,Flight,78.92,0,Client 30
368,2024-04-27,Finance,E1258,Team 3,P169,Activity 13,3506.18,1399.1,Electricity,New York,5,4,2,1517.95,220,1634.8,11.5,26.6,253.8,10.9,Flight,92.63,0,Client 49
369,2024-02-07,Engineering,E2887,Team 1,P735,Activity 6,4745.14,756.3,Gas,Tokyo,2,2,1,3959.17,203,1948.7,5.4,43.2,516.2,99.1,AC,26.85,0,Client 38
370,2024-02-21,Operations,E3522,Team 5,P781,Activity 10,2464.18,260.3,Electricity,Paris,2,2,1,2427.96,603,1315.8,4.1,44.4,146.6,97.5,Server,95.69,0,Client 20
371,2024-04-15,Marketing,E6284,Team 2,P968,Activity 17,1455.63,826.1,Aviation,Paris,0,4,2,2284.15,732,1703.1,3.6,44.6,366.8,51.7,Server,57.76,0,Client 6
372,2024-03-02,Product,E5171,Team 10,P744,Activity 10,2408.5,2594.1,Car,London,5,3,1,3896.2,153,1658.5,21.2,45.8,118.0,16.3,Laptop,20.88,0,Client 38
373,2024-01-30,Sales,E8211,Team 4,P691,Activity 18,2321.63,2490.2,Aviation,Paris,1,1,1,4292.28,35,28.2,12.5,36.2,157.2,37.3,Server,8.12,1,Client 12
374,2024-02-13,Marketing,E3933,Team 8,P351,Activity 12,4282.73,2877.2,Flights,New York,1,2,1,667.23,610,1805.5,21.0,44.9,502.4,75.7,Car,92.53,1,Client 38
375,2024-06-17,Operations,E9196,Team 2,P391,Activity 1,2122.48,401.2,Heating,Sydney,0,6,2,4056.41,273,407.5,4.6,31.5,809.4,4.7,Flight,9.2,0,Client 16
376,2024-04-23,HR,E3783,Team 7,P986,Activity 18,603.97,1254.5,Flights,Berlin,1,4,2,4980.92,878,674.2,13.1,13.9,749.2,90.1,Printer,91.8,1,Client 46
377,2024-03-29,Operations,E1431,Team 8,P508,Activity 14,4347.98,2330.0,Heating,Tokyo,4,3,1,2469.62,981,1176.1,11.3,39.8,791.0,13.3,AC,10.68,1,Client 29
378,2024-04-14,Product,E9573,Team 7,P969,Activity 3,3895.16,2800.4,Electricity,Tokyo,6,4,2,1486.48,432,731.4,15.3,15.0,40.0,32.5,Car,92.93,0,Client 41
379,2024-04-02,Marketing,E7811,Team 8,P504,Activity 10,2761.3,1506.4,Heating,New York,1,4,2,1612.79,413,1860.4,8.4,46.4,900.4,1.2,Server,22.15,1,Client 15
380,2024-04-28,Finance,E4485,Team 9,P613,Activity 17,743.52,724.7,Gas,London,6,4,2,4662.09,736,51.8,15.0,49.1,389.9,12.0,Server,22.63,0,Client 14
381,2024-06-22,Sales,E3670,Team 1,P465,Activity 15,1479.92,317.3,Flights,Delhi,5,6,2,1658.86,638,980.2,3.5,27.9,498.1,8.7,Server,89.91,1,Client 3
382,2024-06-02,HR,E7041,Team 5,P432,Activity 11,3753.72,2888.7,Electricity,Berlin,6,6,2,2889.76,921,1137.1,10.7,38.6,702.3,29.3,Server,78.2,1,Client 31
383,2024-01-18,Finance,E3971,Team 8,P870,Activity 12,234.03,2237.7,Flights,Sydney,3,1,1,4114.81,218,127.7,6.8,14.0,172.6,80.9,Printer,77.86,1,Client 4
384,2024-04-03,Finance,E5219,Team 5,P489,Activity 8,2948.51,928.1,Aviation,Berlin,2,4,2,2890.64,368,41.3,23.3,39.8,494.0,51.6,Laptop,64.13,1,Client 7
385,2024-06-28,Marketing,E1658,Team 5,P987,Activity 14,551.6,2624.7,Gas,Tokyo,4,6,2,4845.17,298,1715.6,11.8,47.8,293.9,36.9,Printer,28.9,1,Client 40
386,2024-01-27,Operations,E6470,Team 9,P856,Activity 8,161.73,2099.4,Aviation,Paris,5,1,1,3714.57,259,748.2,20.8,30.8,475.7,90.2,Laptop,17.43,1,Client 10
387,2024-02-06,Marketing,E1430,Team 8,P697,Activity 12,3922.43,507.4,Gas,Tokyo,1,2,1,4035.72,835,593.3,8.2,0.4,161.8,94.6,AC,74.56,1,Client 48
388,2024-06-25,HR,E6069,Team 4,P257,Activity 9,4508.02,578.9,Aviation,London,1,6,2,3847.91,948,766.1,14.1,41.5,157.6,26.6,Car,71.65,0,Client 41
389,2024-02-13,Product,E9888,Team 3,P300,Activity 17,3324.11,2361.6,Electricity,London,1,2,1,4331.27,490,1728.2,9.2,10.7,15.5,33.5,Server,28.07,0,Client 19
390,2024-03-17,Sales,E8862,Team 1,P242,Activity 19,1784.58,1638.7,Aviation,Delhi,6,3,1,1274.23,643,1629.7,21.8,18.8,864.2,32.8,Car,11.33,1,Client 47
391,2024-01-14,Marketing,E9811,Team 2,P135,Activity 13,3652.25,344.9,Flights,Delhi,6,1,1,1043.46,642,1692.1,3.5,9.0,826.9,49.3,Laptop,40.97,1,Client 26
392,2024-06-25,Operations,E4623,Team 7,P883,Activity 1,3915.36,2383.7,Heating,Paris,1,6,2,3503.69,771,977.1,19.2,14.1,870.9,53.5,Car,90.05,0,Client 30
393,2024-03-20,Sales,E5062,Team 6,P479,Activity 9,4919.89,352.0,Heating,Berlin,2,3,1,1678.62,327,1660.7,18.0,34.0,853.5,9.7,Server,28.53,0,Client 49
394,2024-06-14,Sales,E2727,Team 2,P926,Activity 15,2338.0,1635.6,Aviation,Tokyo,4,6,2,2850.39,438,1385.5,10.4,23.6,759.6,7.1,Car,96.12,0,Client 5
395,2024-01-14,Operations,E6052,Team 3,P934,Activity 4,4160.83,468.2,Aviation,Sydney,6,1,1,2779.19,535,1978.1,11.3,39.0,990.1,73.8,AC,19.61,0,Client 1
396,2024-03-16,Finance,E4182,Team 3,P810,Activity 3,787.29,683.6,Gas,Berlin,5,3,1,1943.09,332,669.8,6.1,4.0,338.5,50.8,Flight,31.4,0,Client 7
397,2024-01-18,HR,E5111,Team 9,P469,Activity 14,2850.77,2219.4,Aviation,Berlin,3,1,1,903.21,494,1042.3,1.8,29.1,499.9,62.6,AC,56.02,0,Client 15
398,2024-04-05,HR,E6874,Team 6,P764,Activity 4,1678.54,1178.3,Heating,Paris,4,4,2,310.01,986,1982.4,9.7,21.1,182.9,70.1,AC,2.15,1,Client 4
399,2024-02-25,Finance,E9694,Team 5,P403,Activity 6,4117.83,2971.7,Flights,London,6,2,1,2520.22,689,82.4,11.6,5.9,556.9,50.3,Flight,10.45,0,Client 2
400,2024-02-15,Sales,E6203,Team 7,P488,Activity 6,107.43,1786.2,Heating,Delhi,3,2,1,237.15,940,53.1,15.0,14.7,807.3,79.1,Car,33.55,1,Client 25
401,2024-02-19,Engineering,E8246,Team 6,P445,Activity 18,2214.63,1455.6,Aviation,London,0,2,1,405.74,898,1030.3,9.5,12.4,687.3,6.3,Server,18.74,1,Client 5
402,2024-04-14,Product,E2903,Team 1,P603,Activity 14,4697.87,367.0,Electricity,Paris,6,4,2,4079.02,819,1078.4,15.6,27.4,912.5,92.9,Laptop,22.64,1,Client 43
403,2024-02-16,Engineering,E3267,Team 7,P919,Activity 12,2791.15,271.9,Aviation,New York,4,2,1,2436.76,171,1104.0,13.9,26.0,435.1,5.5,Server,96.79,0,Client 28
404,2024-05-04,Product,E4695,Team 10,P308,Activity 1,2892.07,2972.8,Heating,New York,5,5,2,680.86,997,913.0,2.7,0.3,850.3,21.4,Server,51.91,1,Client 15
405,2024-03-28,Sales,E1057,Team 4,P277,Activity 2,2161.06,993.3,Heating,Tokyo,3,3,1,1952.97,221,1363.8,16.3,39.5,569.4,72.3,Server,15.82,1,Client 24
406,2024-04-28,Marketing,E5308,Team 3,P322,Activity 17,4066.41,2934.1,Electricity,Delhi,6,4,2,1410.56,815,488.0,3.0,39.7,33.3,24.9,Server,4.91,0,Client 22
407,2024-06-19,Finance,E9331,Team 4,P636,Activity 13,4567.18,2262.4,Heating,Paris,2,6,2,3840.11,793,634.1,15.2,49.2,327.3,69.7,AC,92.89,1,Client 41
408,2024-02-18,Sales,E8399,Team 10,P246,Activity 12,4226.37,2318.0,Flights,New York,6,2,1,3379.13,537,710.4,17.1,17.7,485.2,53.0,Flight,39.78,0,Client 41
409,2024-06-21,Product,E6308,Team 3,P725,Activity 3,4777.13,1316.3,Car,Berlin,4,6,2,4899.98,164,1415.6,20.4,23.6,303.4,68.6,Server,40.03,1,Client 48
410,2024-01-11,Sales,E7025,Team 10,P377,Activity 7,4516.28,1044.1,Car,London,3,1,1,2626.97,164,1447.3,21.6,26.5,732.6,53.5,Server,20.91,0,Client 47
411,2024-04-19,Engineering,E9960,Team 7,P334,Activity 8,2153.42,1116.1,Heating,Paris,4,4,2,2567.88,372,1684.1,7.6,42.0,269.0,74.4,AC,70.88,1,Client 28
412,2024-02-18,Marketing,E1865,Team 1,P273,Activity 8,4632.33,358.2,Electricity,London,6,2,1,1500.68,677,1654.4,16.0,28.5,892.8,60.5,AC,89.33,1,Client 7
413,2024-04-14,Operations,E4387,Team 6,P459,Activity 17,1853.55,818.7,Heating,New York,6,4,2,1294.21,387,1263.8,23.2,12.5,821.5,1.2,Printer,63.79,0,Client 34
414,2024-04-04,Operations,E1278,Team 7,P811,Activity 7,2902.61,2387.3,Gas,New York,3,4,2,3624.02,966,752.3,11.6,47.3,692.9,47.9,Flight,4.35,0,Client 3
415,2024-05-02,Product,E8490,Team 8,P667,Activity 14,4264.58,968.2,Aviation,New York,3,5,2,2638.82,674,1451.9,11.7,45.2,851.5,90.2,AC,36.6,0,Client 38
416,2024-05-24,Engineering,E3595,Team 7,P799,Activity 2,3362.59,2155.7,Electricity,London,4,5,2,2694.37,117,1017.5,9.7,0.8,330.1,98.2,Server,50.85,0,Client 9
417,2024-06-17,Sales,E3578,Team 8,P782,Activity 4,2861.77,614.0,Gas,Paris,0,6,2,4128.6,712,1217.0,19.0,18.3,127.6,57.5,Printer,19.88,0,Client 7
418,2024-01-12,Product,E8240,Team 10,P767,Activity 5,3933.37,1074.8,Electricity,Sydney,4,1,1,2165.08,900,790.5,19.7,6.6,992.8,18.1,AC,7.3,0,Client 47
419,2024-03-27,Operations,E2501,Team 4,P193,Activity 10,2262.86,465.4,Car,Delhi,2,3,1,4375.58,85,428.3,12.9,42.7,859.2,46.2,Printer,34.93,1,Client 19
420,2024-06-10,Product,E2556,Team 2,P130,Activity 17,4322.41,2406.5,Aviation,Berlin,0,6,2,3985.47,992,322.4,10.1,14.8,97.2,95.2,Laptop,65.31,0,Client 28
421,2024-04-07,Operations,E8874,Team 8,P981,Activity 4,1788.51,469.2,Gas,Delhi,6,4,2,3330.54,180,1783.1,4.9,37.9,905.4,52.8,Flight,17.8,0,Client 48
422,2024-01-06,Operations,E2964,Team 2,P650,Activity 20,4064.07,2867.8,Car,Delhi,5,1,1,4326.2,55,437.4,14.9,39.0,599.9,77.1,AC,97.57,1,Client 18
423,2024-02-15,HR,E3716,Team 5,P262,Activity 5,909.76,1717.2,Gas,Tokyo,3,2,1,4501.78,15,819.1,14.0,29.9,747.0,55.9,Laptop,37.76,1,Client 22
424,2024-06-22,Product,E7177,Team 7,P106,Activity 11,3752.63,1029.5,Flights,London,5,6,2,768.72,824,1836.1,14.4,7.4,549.9,67.4,Printer,40.43,0,Client 23
425,2024-05-12,Engineering,E4553,Team 7,P651,Activity 19,667.67,643.7,Flights,Delhi,6,5,2,3146.3,54,552.8,13.2,1.8,257.8,33.2,Laptop,62.27,0,Client 6
426,2024-01-29,Operations,E4862,Team 4,P131,Activity 18,4282.86,589.5,Car,Delhi,0,1,1,4220.22,475,1192.2,21.8,22.2,159.5,12.6,AC,12.55,1,Client 1
427,2024-02-03,HR,E9766,Team 4,P644,Activity 7,1894.72,1989.6,Gas,London,5,2,1,2964.14,258,898.9,2.1,25.0,299.7,48.7,Printer,43.66,1,Client 20
428,2024-04-13,Engineering,E9433,Team 7,P377,Activity 4,1708.93,136.0,Gas,Berlin,5,4,2,3457.76,251,1119.0,12.5,47.0,859.5,84.2,Car,43.33,1,Client 40
